Descricao,Data,Valor
IFood,2021-02-09 23:01:23,-15.84
Uber,2021-02-09 13:05:37,-10.81
Uber,2021-02-09 10:40:57,-10.0
Restaurante,2021-02-08 07:59:47,-17.32
IFood,2021-02-06 14:56:01,-11.07
Jau Serve,2021-02-06 00:11:05,-84.98
Uber,2021-02-05 09:33:46,-13.21
Azul,2021-02-05 03:07:18,-381.1
Jau Serve,2021-02-04 23:10:34,-8.39
IFood,2021-02-04 19:21:16,-15.35
Uber,2021-02-04 19:13:07,-12.33
Lanchonete,2021-02-04 00:49:40,-18.61
Restaurante,2021-02-03 11:51:02,-28.48
Lanchonete,2021-02-03 11:15:21,-20.07
ClickBus,2021-02-02 11:36:48,-56.12
Carrefour,2021-02-02 03:25:57,-101.21
ClickBus,2021-02-01 14:28:36,-54.78
Azul,2021-02-01 13:32:27,-365.76
Laticinios,2021-02-01 12:08:23,-12.49
IFood,2021-01-31 23:02:57,-9.64
Farmacia,2021-01-31 05:12:56,-38.61
IFood,2021-01-31 00:31:05,-10.14
Azul,2021-01-30 11:22:13,-380.32
Consultorio Medico,2021-01-29 17:35:03,-88.49
Farmacia,2021-01-29 16:31:08,-21.29
Lanchonete,2021-01-26 18:22:42,-12.0
Internet,2021-01-26 11:09:38,-100.0
Academia,2021-01-26 11:09:38,-80.0
Salario,2021-01-26 11:09:38,5000.0
Aluguel,2021-01-26 11:09:38,-750.0
IFood,2021-01-26 03:55:58,-13.59
Consultorio Medico,2021-01-25 03:08:33,-101.67
Livraria,2021-01-24 22:16:10,-145.9
Uber,2021-01-24 05:38:38,-16.87
Azul,2021-01-24 05:19:49,-302.8
Uber,2021-01-24 05:03:46,-12.97
Livraria,2021-01-23 19:42:48,-36.42
IFood,2021-01-23 10:48:36,-17.29
Livraria,2021-01-22 16:42:08,-35.71
Jau Serve,2021-01-19 10:29:39,-73.49
Gol,2021-01-18 11:43:02,-373.98
IFood,2021-01-18 05:07:48,-10.52
Laticinios,2021-01-17 18:40:11,-18.1
Azul,2021-01-17 14:51:40,-346.75
IFood,2021-01-16 13:14:49,-8.69
Lanchonete,2021-01-16 02:20:54,-18.23
Gol,2021-01-15 22:04:18,-86.45
Azul,2021-01-15 11:41:21,-333.22
Laticinios,2021-01-14 17:22:36,-14.84
Farmacia,2021-01-11 11:57:00,-18.17
Livraria,2021-01-11 00:32:39,-44.02
Lanchonete,2021-01-10 11:44:52,-19.12
IFood,2021-01-10 10:39:21,-20.84
Jau Serve,2021-01-10 09:07:01,-15.84
Renner,2021-01-09 09:18:09,-88.78
Gol,2021-01-08 23:41:20,-304.12
IFood,2021-01-08 11:44:36,-18.79
Lanchonete,2021-01-08 10:25:04,-15.26
Gol,2021-01-08 09:30:22,-376.55
Laticinios,2021-01-08 02:37:36,-19.83
Lanchonete,2021-01-07 22:00:05,-15.87
Latam,2021-01-06 17:24:56,-310.5
Consultorio Medico,2021-01-05 09:58:59,-336.05
Cinema,2021-01-04 19:51:57,-11.51
Farmacia,2021-01-03 05:23:52,-17.12
Açougue,2021-01-03 00:57:28,-72.72
IFood,2021-01-02 17:01:01,-12.82
Uber,2021-01-02 09:02:21,-17.6
Farmacia,2021-01-02 08:10:15,-139.12
Pandora,2021-01-02 05:22:43,-392.89
Jau Serve,2021-01-01 16:15:02,-14.24
Uber,2020-12-31 15:24:13,-8.31
IFood,2020-12-30 03:40:37,-21.74
Açougue,2020-12-30 00:41:40,-72.8
Cinema,2020-12-29 00:25:25,-13.07
Cinema,2020-12-28 22:00:00,-7.7
Livraria,2020-12-28 06:31:40,-27.35
Cinema,2020-12-27 19:57:57,-11.9
Laticinios,2020-12-27 10:25:21,-21.22
IFood,2020-12-26 20:48:39,-15.58
Salario,2020-12-26 11:09:38,5000.0
Internet,2020-12-26 11:09:38,-100.0
Academia,2020-12-26 11:09:38,-80.0
Aluguel,2020-12-26 11:09:38,-750.0
IFood,2020-12-25 20:25:50,-19.57
Jau Serve,2020-12-25 13:39:18,-47.78
Gol,2020-12-24 23:39:08,-352.56
Farmacia,2020-12-24 14:00:04,-16.95
Livraria,2020-12-23 04:11:28,-46.68
Farmacia,2020-12-22 01:30:58,-12.69
Renner,2020-12-21 22:55:58,-124.24
CVC,2020-12-21 06:06:17,-368.88
Azul,2020-12-20 16:48:32,-372.61
Gol,2020-12-20 13:01:42,-314.56
Lanchonete,2020-12-20 03:54:51,-18.23
Laticinios,2020-12-19 12:33:16,-11.28
Farmacia,2020-12-18 09:19:52,-15.43
Uber,2020-12-18 08:37:40,-10.94
Lanchonete,2020-12-18 08:26:12,-12.77
Uber,2020-12-17 13:08:20,-9.88
Jau Serve,2020-12-17 08:29:15,-18.5
Cinema,2020-12-17 05:34:02,-18.81
Jau Serve,2020-12-16 22:49:42,-46.02
Laticinios,2020-12-16 19:48:36,-16.29
Laticinios,2020-12-16 19:46:55,-20.21
Laticinios,2020-12-16 15:44:01,-14.55
Livraria,2020-12-15 21:39:38,-25.58
Restaurante,2020-12-15 15:22:43,-63.01
Jau Serve,2020-12-15 11:07:51,-26.28
Cinema,2020-12-14 14:26:08,-16.71
IFood,2020-12-14 02:48:00,-15.73
Consultorio Medico,2020-12-12 08:07:35,-87.38
IFood,2020-12-11 20:46:35,-19.87
Farmacia,2020-12-11 10:03:44,-11.61
Restaurante,2020-12-11 00:54:16,-56.13
Cinema,2020-12-10 23:50:00,-17.72
Jau Serve,2020-12-10 09:24:34,-16.98
Veterinario,2020-12-10 06:10:42,-91.8
Lanchonete,2020-12-09 08:40:07,-19.29
Cinema,2020-12-08 10:49:29,-13.43
Jau Serve,2020-12-08 07:45:26,-12.78
Adidas,2020-12-07 22:12:32,-87.5
ClickBus,2020-12-07 21:46:07,-73.46
Azul,2020-12-07 05:59:32,-354.19
Açougue,2020-12-06 16:06:27,-34.95
Restaurante,2020-12-06 11:58:50,-37.07
Jau Serve,2020-12-05 18:57:39,-16.89
Uber,2020-12-05 07:32:54,-17.87
Azul,2020-12-04 12:25:32,-109.75
ClickBus,2020-12-02 22:37:27,-55.26
Carrefour,2020-12-01 06:29:54,-73.29
Farmacia,2020-11-30 17:30:38,-27.75
Farmacia,2020-11-29 09:22:38,-19.75
Açougue,2020-11-28 20:46:49,-55.58
Jau Serve,2020-11-28 05:37:57,-67.94
Jau Serve,2020-11-26 19:51:01,-71.73
Aluguel,2020-11-26 11:09:38,-750.0
Academia,2020-11-26 11:09:38,-80.0
Salario,2020-11-26 11:09:38,5000.0
Internet,2020-11-26 11:09:38,-100.0
Farmacia,2020-11-25 20:30:34,-68.22
Cinema,2020-11-25 18:41:37,-12.4
Jau Serve,2020-11-25 16:10:43,-7.84
Renner,2020-11-24 16:34:16,-142.96
IFood,2020-11-24 13:26:36,-13.37
Jau Serve,2020-11-24 08:32:07,-12.45
ClickBus,2020-11-23 00:56:52,-68.76
Farmacia,2020-11-22 18:27:57,-51.16
Restaurante,2020-11-22 16:17:53,-22.95
Lanchonete,2020-11-22 09:22:40,-14.39
Cinema,2020-11-21 18:59:54,-20.13
Cinema,2020-11-21 03:22:14,-13.71
Consultorio Medico,2020-11-20 01:56:48,-123.1
Jau Serve,2020-11-19 20:07:37,-113.18
Farmacia,2020-11-19 15:40:03,-7.02
Farmacia,2020-11-18 23:55:19,-18.97
Cinema,2020-11-18 20:41:34,-18.42
Uber,2020-11-18 15:32:29,-16.76
Jau Serve,2020-11-18 07:40:02,-29.12
Farmacia,2020-11-17 08:21:16,-8.0
Consultorio Medico,2020-11-15 18:00:43,-330.75
ClickBus,2020-11-15 12:20:13,-138.13
Livraria,2020-11-11 01:47:30,-41.18
ClickBus,2020-11-10 17:03:45,-22.09
Veterinario,2020-11-10 00:27:49,-97.99
Jau Serve,2020-11-09 00:45:33,-9.46
Jau Serve,2020-11-08 18:54:05,-49.35
IFood,2020-11-07 10:59:39,-7.81
Lanchonete,2020-11-07 09:07:57,-14.35
Jau Serve,2020-11-06 18:47:43,-17.37
ClickBus,2020-11-06 04:30:35,-93.53
Uber,2020-11-06 04:03:40,-20.74
Jau Serve,2020-11-06 01:49:23,-10.88
Restaurante,2020-11-05 19:57:27,-41.85
Lanchonete,2020-11-05 18:16:45,-11.59
Uber,2020-11-05 18:08:40,-8.07
Azul,2020-11-05 18:01:48,-83.47
IFood,2020-11-05 15:23:54,-20.28
Uber,2020-11-05 00:45:38,-17.14
ClickBus,2020-11-04 09:57:46,-139.6
Açougue,2020-11-03 06:04:42,-41.83
ClickBus,2020-11-03 00:53:37,-21.0
Uber,2020-11-01 10:53:51,-12.26
Uber,2020-11-01 08:31:08,-12.55
Azul,2020-11-01 06:31:55,-373.83
Uber,2020-10-31 17:59:24,-20.99
Lanchonete,2020-10-30 02:12:23,-12.03
Uber,2020-10-30 02:07:42,-15.84
Açougue,2020-10-30 01:04:35,-58.44
Jau Serve,2020-10-29 18:07:10,-45.07
Cinema,2020-10-28 21:03:38,-18.96
Açougue,2020-10-27 23:49:13,-16.44
Jau Serve,2020-10-27 07:08:29,-15.18
IFood,2020-10-27 05:10:29,-21.13
Aluguel,2020-10-26 11:09:38,-750.0
Academia,2020-10-26 11:09:38,-80.0
Salario,2020-10-26 11:09:38,5000.0
Internet,2020-10-26 11:09:38,-100.0
Uber,2020-10-25 11:12:27,-18.62
IFood,2020-10-24 17:08:42,-8.36
Laticinios,2020-10-22 05:29:57,-13.94
Renner,2020-10-21 18:47:42,-73.21
Jau Serve,2020-10-21 16:01:16,-15.84
Azul,2020-10-21 01:00:28,-61.69
Latam,2020-10-20 18:48:39,-366.27
Farmacia,2020-10-20 11:00:46,-65.69
Uber,2020-10-19 14:25:00,-20.18
Jau Serve,2020-10-19 06:17:16,-21.72
Lanchonete,2020-10-19 00:01:07,-20.2
Cinema,2020-10-18 20:10:00,-16.18
Farmacia,2020-10-18 01:15:47,-47.33
Jau Serve,2020-10-17 23:59:42,-72.97
Restaurante,2020-10-16 05:50:43,-26.06
Livraria,2020-10-15 21:55:00,-24.53
Pandora,2020-10-15 11:43:45,-330.5
Laticinios,2020-10-15 10:43:45,-7.05
Cinema,2020-10-15 06:49:01,-18.16
Farmacia,2020-10-14 17:08:19,-9.55
Açougue,2020-10-14 10:46:32,-31.08
Azul,2020-10-12 10:44:51,-355.05
IFood,2020-10-12 03:52:29,-17.19
Jau Serve,2020-10-11 01:00:42,-65.08
Jau Serve,2020-10-10 14:38:53,-17.97
Jau Serve,2020-10-10 08:12:19,-67.23
IFood,2020-10-10 05:18:35,-16.37
Jau Serve,2020-10-09 20:56:12,-147.01
Lanchonete,2020-10-09 07:01:35,-13.59
Jau Serve,2020-10-09 06:18:13,-24.73
Açougue,2020-10-09 00:25:55,-38.04
Farmacia,2020-10-08 19:56:13,-129.76
Jau Serve,2020-10-08 18:57:15,-14.08
Lanchonete,2020-10-08 17:05:02,-18.7
Nike,2020-10-08 14:12:52,-93.87
Laticinios,2020-10-07 23:12:04,-20.86
Uber,2020-10-07 02:33:38,-13.74
Latam,2020-10-07 01:55:20,-57.51
Cinema,2020-10-06 14:57:10,-18.66
IFood,2020-10-05 20:14:09,-15.22
Farmacia,2020-10-05 05:37:08,-20.94
Nike,2020-10-04 14:10:01,-58.42
Cinema,2020-10-04 01:30:34,-18.77
Lanchonete,2020-10-03 18:05:12,-13.92
Cinema,2020-10-02 18:42:52,-14.9
Jau Serve,2020-10-02 08:38:28,-64.22
Açougue,2020-10-01 10:56:14,-61.74
Laticinios,2020-09-30 15:01:53,-7.66
Lanchonete,2020-09-30 10:16:45,-14.13
CVC,2020-09-29 22:03:32,-342.69
Azul,2020-09-29 08:39:02,-330.04
Gol,2020-09-26 16:28:07,-395.19
Salario,2020-09-26 11:09:38,5000.0
Internet,2020-09-26 11:09:38,-100.0
Academia,2020-09-26 11:09:38,-80.0
Aluguel,2020-09-26 11:09:38,-750.0
